"Cod10","Title","Price","position","category","macro_category","micro_category","macro_category_id","micro_category_id","color","color_id","product_price","discountedPrice","price_tf","discountedPrice_tf","quantity","coupon","is_in_stock","list","url","img_src","filename"
"45686268HO","Medium Woody tote bag","1290","275","2300/29810","Bags","Tote bag","2300","29810","White - Blue 1","15286","1290","1290","1290.0","1290.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45686268ho.html","https://www.chloe.com/product_image/45686268HO/f/w282.jpg","bags.html"
"45863480IF","Tube shoulder bag in linen & smooth leather","1250","276","2300/29809","Bags","Shoulder bag","2300","29809","WHITE - BROWN 1","20561","1250","1250","1250.0","1250.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45863480if.html","https://www.chloe.com/product_image/45863480IF/f/w282.jpg","bags.html"
"45823167XK","Small Woody tote bag","1250","277","2300/29810","Bags","Tote bag","2300","29810","HOT SAND","42830","1250","1250","1250.0","1250.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823167xk.html","https://www.chloe.com/product_image/45823167XK/f/w282.jpg","bags.html"
"45822920IF","Small Woody tote bag","1250","278","2300/29810","Bags","Tote bag","2300","29810","MUSK GREY","62459","1250","1250","1250.0","1250.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45822920if.html","https://www.chloe.com/product_image/45822920IF/f/w282.jpg","bags.html"
"45822644QR","Small Woody tote bag","1250","279","2300/29810","Bags","Tote bag","2300","29810","Honey Gold","4937","1250","875","1250.0","875.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45822644qr.html","https://www.chloe.com/product_image/45822644QR/f/w282.jpg","bags.html"
"45800328MD","Medium Woody tote bag","1250","280","2300/29810","Bags","Tote bag","2300","29810","","","1250","1250","1250.0","1250.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45800328md.html","https://www.chloe.com/product_image/45800328MD/f/w282.jpg","bags.html"
"45800316LL","Marcie pouch on chain","1290","281","2300/32342","Bags","Mini bag","2300","32342","Tan","23804","1290","1290","1290.0","1290.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45800316ll.html","https://www.chloe.com/product_image/45800316LL/f/w282.jpg","bags.html"
"45800315XO","Marcie pouch on chain","1290","282","2300/32342","Bags","Mini bag","2300","32342","Black","23387","1290","1290","1290.0","1290.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45800315xo.html","https://www.chloe.com/product_image/45800315XO/f/w282.jpg","bags.html"
"45800271TM","Small Woody tote bag","1250","283","2300/29810","Bags","Tote bag","2300","29810","Cement Pink","23868","1250","1250","1250.0","1250.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45800271tm.html","https://www.chloe.com/product_image/45800271TM/f/w282.jpg","bags.html"
"45686270NW","Small Woody tote bag","1250","284","2300/29810","Bags","Tote bag","2300","29810","White - Blue 1","15286","1250","1250","1250.0","1250.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45686270nw.html","https://www.chloe.com/product_image/45686270NW/f/w282.jpg","bags.html"
"45686269JI","Small Woody tote bag","1250","285","2300/29810","Bags","Tote bag","2300","29810","WHITE - BROWN 1","20561","1250","1250","1250.0","1250.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45686269ji.html","https://www.chloe.com/product_image/45686269JI/f/w282.jpg","bags.html"
"45660592WB","Small Woody tote bag","1250","286","2300/29810","Bags","Tote bag","2300","29810","White - Beige 1","14781","1250","1250","1250.0","1250.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45660592wb.html","https://www.chloe.com/product_image/45660592WB/f/w282.jpg","bags.html"
"45800331FW","Small Woody tote bag","1150","287","2300/29810","Bags","Tote bag","2300","29810","DEEP VIOLINE","62288","1150","1150","1150.0","1150.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45800331fw.html","https://www.chloe.com/product_image/45800331FW/f/w282.jpg","bags.html"
"45800281BT","Mini Woody tote bag","1150","288","2300/32342","Bags","Mini bag","2300","32342","Elephant Grey","4797","1150","1150","1150.0","1150.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45800281bt.html","https://www.chloe.com/product_image/45800281BT/f/w282.jpg","bags.html"
"45779065RP","Marcie micro bucket","1150","289","2300/32342","Bags","Mini bag","2300","32342","Denim","4956","1150","805","1150.0","805.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45779065rp.html","https://www.chloe.com/product_image/45779065RP/f/w282.jpg","bags.html"
"45779060AP","Mini Woody tote bag","1150","290","2300/32342","Bags","Mini bag","2300","32342","BROWN - BEIGE 1","41146","1150","1150","1150.0","1150.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45779060ap.html","https://www.chloe.com/product_image/45779060AP/f/w282.jpg","bags.html"
"45851857EI","Large Woody basket","990","291","2300/29810","Bags","Tote bag","2300","29810","","","990","990","990.0","990.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45851857ei.html","https://www.chloe.com/product_image/45851857EI/f/w282.jpg","bags.html"
"45851852NQ","Chloé zippered mini basket with chain","990","292","2300/29809","Bags","Shoulder bag","2300","29809","Black","23387","990","990","990.0","990.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45851852nq.html","https://www.chloe.com/product_image/45851852NQ/f/w282.jpg","bags.html"
"45851850OH","Chloé Sense micro tote bag","1050","293","2300/32342","Bags","Mini bag","2300","32342","Silver","23884","1050","1050","1050.0","1050.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45851850oh.html","https://www.chloe.com/product_image/45851850OH/f/w282.jpg","bags.html"
"45823294VG","Small Woody hamper","1050","294","2300/29810","Bags","Tote bag","2300","29810","POWDER PINK","41825","1050","1050","1050.0","1050.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823294vg.html","https://www.chloe.com/product_image/45823294VG/f/w282.jpg","bags.html"
"45851859BP","Small Woody basket","950","295","2300/29810","Bags","Tote bag","2300","29810","GOLD COLOR","26057","950","950","950.0","950.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45851859bp.html","https://www.chloe.com/product_image/45851859BP/f/w282.jpg","bags.html"
"45851858EW","Small Woody basket","950","296","2300/29810","Bags","Tote bag","2300","29810","Light Gold","8605","950","950","950.0","950.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45851858ew.html","https://www.chloe.com/product_image/45851858EW/f/w282.jpg","bags.html"
"45851845QW","Chloé Sense micro tote bag","990","297","2300/32342","Bags","Mini bag","2300","32342","GRACEFUL BLUE","37501","990","990","990.0","990.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45851845qw.html","https://www.chloe.com/product_image/45851845QW/f/w282.jpg","bags.html"
"45851844JM","Chloé Sense micro tote bag","990","298","2300/32342","Bags","Mini bag","2300","32342","Nomad Beige","12810","990","990","990.0","990.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45851844jm.html","https://www.chloe.com/product_image/45851844JM/f/w282.jpg","bags.html"
"45823293XJ","Large Woody basket","990","299","2300/29810","Bags","Tote bag","2300","29810","Pastel Grey","23666","990","990","990.0","990.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823293xj.html","https://www.chloe.com/product_image/45823293XJ/f/w282.jpg","bags.html"
"45823292HC","Large Woody basket","990","300","2300/29810","Bags","Tote bag","2300","29810","Denim","4956","990","990","990.0","990.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823292hc.html","https://www.chloe.com/product_image/45823292HC/f/w282.jpg","bags.html"
"45823159BN","Chloé Sense micro tote bag","990","301","2300/32342","Bags","Mini bag","2300","32342","","","990","694","990.0","694.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45823159bn.html","https://www.chloe.com/product_image/45823159BN/f/w282.jpg","bags.html"
"45779137LG","Chloé Sense micro tote bag","990","302","2300/32342","Bags","Mini bag","2300","32342","Cement Pink","23868","990","990","990.0","990.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45779137lg.html","https://www.chloe.com/product_image/45779137LG/f/w282.jpg","bags.html"
"45741225DW","Chloé Sense micro tote bag","990","303","2300/32342","Bags","Mini bag","2300","32342","Caramel","23831","990","990","990.0","990.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45741225dw.html","https://www.chloe.com/product_image/45741225DW/f/w282.jpg","bags.html"
"45741224BV","Chloé Sense micro tote bag","990","304","2300/32342","Bags","Mini bag","2300","32342","","","990","990","990.0","990.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45741224bv.html","https://www.chloe.com/product_image/45741224BV/f/w282.jpg","bags.html"
"45741223QB","Chloé Sense micro tote bag","990","305","2300/32342","Bags","Mini bag","2300","32342","Black","23387","990","990","990.0","990.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45741223qb.html","https://www.chloe.com/product_image/45741223QB/f/w282.jpg","bags.html"
"45863501NK","Mini Woody tote bag in linen & leather","880","306","2300/32342","Bags","Mini bag","2300","32342","WILD GREY","62195","880","880","880.0","880.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45863501nk.html","https://www.chloe.com/product_image/45863501NK/f/w282.jpg","bags.html"
"45863442HB","Mini Woody North South tote bag in linen","880","307","2300/32342","Bags","Mini bag","2300","32342","WHITE - BROWN 1","20561","880","880","880.0","880.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45863442hb.html","https://www.chloe.com/product_image/45863442HB/f/w282.jpg","bags.html"
"45851851QX","Chloé zippered mini basket","890","308","2300/29809","Bags","Shoulder bag","2300","29809","Caramel","23831","890","890","890.0","890.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45851851qx.html","https://www.chloe.com/product_image/45851851QX/f/w282.jpg","bags.html"
"45851839RJ","Large Woody basket","950","309","2300/29810","Bags","Tote bag","2300","29810","Washed Blue","23824","950","950","950.0","950.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45851839rj.html","https://www.chloe.com/product_image/45851839RJ/f/w282.jpg","bags.html"
"45822929RD","Large Woody basket","950","310","2300/29810","Bags","Tote bag","2300","29810","BLUSHY BEIGE","20580","950","950","950.0","950.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45822929rd.html","https://www.chloe.com/product_image/45822929RD/f/w282.jpg","bags.html"
"45779076CV","Large Woody basket","950","311","2300/29810","Bags","Tote bag","2300","29810","BLACK - BEIGE 1","61757","950","950","950.0","950.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45779076cv.html","https://www.chloe.com/product_image/45779076CV/f/w282.jpg","bags.html"
"45741230HS","Large Woody basket","890","312","2300/29810","Bags","Tote bag","2300","29810","Denim","4956","890","890","890.0","890.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45741230hs.html","https://www.chloe.com/product_image/45741230HS/f/w282.jpg","bags.html"
"46982212GW","Adjustable strap","880","313","2301/39425","Accessories","Straps","2301","39425","Elephant Grey","4797","880","880","880.0","880.0","1","","True","searchresult","https://www.chloe.com/us/straps_cod46982212gw.html","https://www.chloe.com/product_image/46982212GW/f/w282.jpg","bags.html"
"46982209XK","Adjustable strap","880","314","2301/39425","Accessories","Straps","2301","39425","Honey Gold","4937","880","618","880.0","618.0","1","","True","searchresult","https://www.chloe.com/us/straps_cod46982209xk.html","https://www.chloe.com/product_image/46982209XK/f/w282.jpg","bags.html"
"46982125XA","Adjustable strap","880","315","2301/39425","Accessories","Straps","2301","39425","Black","23387","880","880","880.0","880.0","1","","True","searchresult","https://www.chloe.com/us/straps_cod46982125xa.html","https://www.chloe.com/product_image/46982125XA/f/w282.jpg","bags.html"
"45851849DA","Mini Woody tote bag","880","316","2300/32342","Bags","Mini bag","2300","32342","BLUSHY BEIGE","20580","880","880","880.0","880.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45851849da.html","https://www.chloe.com/product_image/45851849DA/f/w282.jpg","bags.html"
"45851840UJ","Small Woody basket","850","317","2300/29810","Bags","Tote bag","2300","29810","Washed Blue","23824","850","850","850.0","850.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45851840uj.html","https://www.chloe.com/product_image/45851840UJ/f/w282.jpg","bags.html"
"45823157IX","Mini Woody tote bag","880","318","2300/32342","Bags","Mini bag","2300","32342","","","880","618","880.0","618.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45823157ix.html","https://www.chloe.com/product_image/45823157IX/f/w282.jpg","bags.html"
"45822930PM","Small Woody basket","850","319","2300/29810","Bags","Tote bag","2300","29810","BLUSHY BEIGE","20580","850","850","850.0","850.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45822930pm.html","https://www.chloe.com/product_image/45822930PM/f/w282.jpg","bags.html"
"45822917HB","Mini Woody tote bag","880","320","2300/32342","Bags","Mini bag","2300","32342","MUSK GREY","62459","880","880","880.0","880.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45822917hb.html","https://www.chloe.com/product_image/45822917HB/f/w282.jpg","bags.html"
"45822779EL","Woody nano tote","880","321","2300/32342","Bags","Mini bag","2300","32342","Silver","23884","880","880","880.0","880.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45822779el.html","https://www.chloe.com/product_image/45822779EL/f/w282.jpg","bags.html"
"45779081QA","Small Woody basket","850","322","2300/29810","Bags","Tote bag","2300","29810","PINK - RED 1","35109","850","850","850.0","850.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45779081qa.html","https://www.chloe.com/product_image/45779081QA/f/w282.jpg","bags.html"
"45779080KF","Small Woody basket","850","323","2300/29810","Bags","Tote bag","2300","29810","GREEN - BLUE 1","35128","850","850","850.0","850.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45779080kf.html","https://www.chloe.com/product_image/45779080KF/f/w282.jpg","bags.html"
"45779079FL","Small Woody basket","850","324","2300/29810","Bags","Tote bag","2300","29810","BLACK - BEIGE 1","61757","850","850","850.0","850.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45779079fl.html","https://www.chloe.com/product_image/45779079FL/f/w282.jpg","bags.html"
"45778959AB","Mini Woody tote bag","880","325","2300/32342","Bags","Mini bag","2300","32342","Cement Pink","23868","880","880","880.0","880.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45778959ab.html","https://www.chloe.com/product_image/45778959AB/f/w282.jpg","bags.html"
"45686264XH","Mini Woody tote bag","880","326","2300/32342","Bags","Mini bag","2300","32342","White - Blue 1","15286","880","880","880.0","880.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45686264xh.html","https://www.chloe.com/product_image/45686264XH/f/w282.jpg","bags.html"
